time,x_d,y_d,yaw_d,yaw,e_x,e_y,e_yaw,v,w,tau_y,tau_z
0.0,0.0,0.0,0.0,1.9400570362407874,-0.2628762264099567,-1.2108431155792867,2.558547712132491,-1.8829578160771154,-14.111773863445496,-6240626.511333248,2328094.1338734436
0.001,0.0,0.0,0.0,0.5528431068956379,0.7799025401361565,1.2048622134310933,0.44348119875984904,3.1311253385455395,62.83185307179586,7957580.085783729,286035.7433546316
0.002,0.0,0.0,0.0,-1.3282267734672046,-2.189586472885562,1.0474122722057448,-2.2595527298810785,-6.670767979061574,22.492255681074425,-9426579.145585047,-2074083.5171189045
0.003,0.0,0.0,0.0,0.665655038960505,-0.3923270235855324,-0.2114452953954354,2.970258852088058,-18.598845248419178,18.902758779594173,-2402665.156179978,2639208.0010759826
0.004,0.0,0.0,0.0,0.034364228403832554,0.061521634801126296,0.28189583258234935,1.3215588299695218,12.663304994260168,17.697415566652325,304697.9027726395,1157547.5989525954
0.005,0.0,0.0,0.0,-0.20822832079496506,-0.27158946179420157,1.733007905111666,1.9344759105658278,10.235662720639752,-13.538000404316426,-3999534.535115465,1765396.7202370146
0.006,0.0,0.0,0.0,-1.8200676784207594,-1.5506436477898415,-0.005280687669848676,-1.318119507211513,3.4031969573404197,-31.985400451255238,2572021.289171852,-1128733.8356781022
0.007,0.0,0.0,0.0,1.1145895713065632,0.6304328036371134,-1.3424750878634961,-2.2463487199931826,-18.225676807708084,-9.330470794385251,-5280935.49570503,-2004919.0005639708
0.008,0.0,0.0,0.0,-2.479353606501781,0.43326652660249987,-0.922362323548172,1.3477016785520066,13.945203353518728,-53.31721959710261,865871.4135829833,1308902.5059715905
0.009000000000000001,0.0,0.0,0.0,-2.3402398351477496,-0.39904028845542944,1.1661950383788657,-2.042464227012852,0.7321544952626016,-38.74273106751812,-3111383.0686600404,-1768480.888390034
0.01,0.0,0.0,0.0,2.850098902856626,0.7485977946411935,1.6530219631063774,-1.7045374880677024,-20.0,13.921546554664049,-1361894.1167178906,-1559142.5230593276
0.011,0.0,0.0,0.0,0.40911859077688845,0.8644081632671218,0.7821418647115782,0.3263582546247485,5.863343494756376,11.211979240875124,6579607.44578104,273540.86652869836
0.012,0.0,0.0,0.0,-3.141592653589793,0.8662666292772532,0.3428033362525606,-2.764777070842656,13.013084356610772,25.925783913608505,-5405302.571368414,-2534965.774802885
0.013000000000000001,0.0,0.0,0.0,-0.985429524195842,0.7059078417966883,0.5429373583614905,1.6410640283959002,-0.10296854379581417,-27.931206384701742,-522630.452178646,1527233.7970487732
0.014,0.0,0.0,0.0,-2.530089711134267,-0.5278656998505665,-0.3960993227561682,0.032240666177482336,8.992098040361373,-32.05486635942605,3843653.8368826434,86715.359006701
0.015,0.0,0.0,0.0,0.17369168393132758,0.3540754670176108,0.5345401975042546,0.8120668538724861,10.555464583336725,9.597934981037842,2546772.3900007894,713583.8855193694
0.016,0.0,0.0,0.0,1.792780968639971,-0.013425259118528817,-0.15193125947139996,2.8314728934117968,-12.973312102793777,-19.53323535695653,-721108.3529433223,2583485.427713139
0.017,0.0,0.0,0.0,3.141592653589793,1.698646914084904,-0.47347359729423266,2.8697566868353563,-5.4861866137489415,46.31116681064942,-9983639.437960276,2499420.9178926516
0.018000000000000002,0.0,0.0,0.0,1.4244826155621924,0.9381438805678479,-0.5624622376003089,-1.9645696576413587,1.4906137245065323,-25.858133650672777,-2378410.9430485563,-1721568.0513060116
0.019,0.0,0.0,0.0,2.6740768830237194,0.2214077339238887,-0.3172364406728723,2.647645127231062,-14.253003356397045,-5.986095824997692,-1879221.7398412826,2393655.5869929516
0.02,0.0,0.0,0.0,2.4245999437567236,1.1887548471886509,1.4387891766221959,-1.5443285087811924,13.668485116545163,30.60782894627327,-210343.46671601798,-1444989.750006365
0.021,0.0,0.0,0.0,-0.28539187419845863,0.6859822245006792,0.16424782511500438,0.5204021046880619,5.20156990550711,17.349648588574365,3645505.408987681,437132.52675982186
0.022,0.0,0.0,0.0,-2.457959107356975,1.1099699824486478,0.3695831776804457,2.7793797653808467,-12.877459474982196,20.57780119309847,-6356766.720009225,2464401.746695185
0.023,0.0,0.0,0.0,-1.9901415738355197,0.6920777406599503,1.1158441513186734,3.0057775273511917,-0.1294180848790137,42.96670291079844,-7751129.714470089,2627859.7093766355
0.024,0.0,0.0,0.0,-1.0340015717305608,1.201813542967757,-0.9278367314270826,0.37654937439615,5.125619178089273,-14.220613151770225,8361566.404726926,364491.5406297214
0.025,0.0,0.0,0.0,1.7269579489988558,-0.9916369897113211,-0.8242339421015642,2.108103861565737,-3.7644004645534244,37.732495544839296,-3661156.1712445887,1829374.9834284524
0.026000000000000002,0.0,0.0,0.0,-0.9863329354338877,-0.9022738137942677,0.1670714234459645,-2.338353047610292,1.6978471615542623,2.563758992310474,-3853540.5834456156,-2109132.509035421
0.027,0.0,0.0,0.0,0.8901464433675332,-0.07068837779217431,0.7981671257526537,0.7689827980735762,20.0,12.220484688589245,3255542.7691650693,670087.6458267579
0.028,0.0,0.0,0.0,-2.1356823905542135,-0.7286445634745778,-0.22102022399236726,-0.7114006407252429,2.559815442922182,29.175647248093743,3341257.443152408,-692776.7416992873
0.029,0.0,0.0,0.0,-0.14147383986961082,-0.6216113000612308,-0.43964837066388845,-2.3845288570394083,-1.6356455341388512,6.036917708008353,-3319709.045333122,-2156942.423209883
0.03,0.0,0.0,0.0,1.4455203362325169,-0.9679427429712414,-1.1292995852899335,2.5582568338129468,-16.792358039801968,3.453159679760103,-7229829.289992869,2296215.463008084
0.031,0.0,0.0,0.0,-2.1399365783070223,0.8417318019636278,-0.6651525973120005,1.4711880824666674,11.752378267190002,62.83185307179586,900131.1191099556,1210971.938690768
0.032,0.0,0.0,0.0,3.141592653589793,0.9717363941670308,1.5963454192770294,-2.117607051436153,-9.65049408541221,2.851763596142909,-5741903.324840651,-1910979.520765595
0.033,0.0,0.0,0.0,0.6719594109990225,-1.8372324026983307,-1.2371048756671852,3.062250169878455,-6.4978364397626684,13.833569216200337,-13153877.158851609,2731124.7283014483
0.034,0.0,0.0,0.0,-3.141592653589793,0.6578668565304009,2.8982256022281936,-1.794003620151667,4.403259395328288,5.221944462191086,-4090791.900414491,-1624002.758168444
0.035,0.0,0.0,0.0,-2.0718454156600763,1.1127191829676741,1.8751323023647974,3.1070831345102747,-20.0,37.2485094004274,-12808981.65973355,2729327.5041384776
0.036000000000000004,0.0,0.0,0.0,1.0997678300354352,-2.058173939632021,2.411872637497445,1.1774647780511585,5.5922560835897865,13.346803405616667,7458075.103205968,1035694.0541159326
0.037,0.0,0.0,0.0,-1.3996009504277707,0.4856567122396271,0.8535217381904064,2.453081331001838,6.772709889418856,62.83185307179586,-4386989.164571296,2094675.8623724212
0.038,0.0,0.0,0.0,-2.4524532222545,-1.0334007451768115,-0.6874161075852819,-0.10215428722334652,-1.2390737217326733,-15.272110329534568,7433690.459632576,-64449.05990784964
0.039,0.0,0.0,0.0,3.141592653589793,1.5249649602645414,0.029384887348242163,-3.122325816628968,-1.7719155978035783,-8.746597524116934,-9126635.10323989,-2794349.3594226604
0.04,0.0,0.0,0.0,2.5938759027952254,-0.1940062285201019,0.1434295951759323,-0.08890374819355129,-0.8528818728657045,-39.46032682790157,1456072.2135416328,-8984.785083973335
0.041,0.0,0.0,0.0,-0.3121857596586181,-0.798588309635614,0.46092603748517413,2.9303103200211744,4.698196359826434,21.445276165251755,-5439589.261607924,2598677.790921604
0.042,0.0,0.0,0.0,-0.4475494756001564,-0.2568374022454261,-0.5646433195883419,-1.5501404892948747,-1.3104081431746015,33.540815047143795,-32234.469044667872,-1455499.907450246
0.043000000000000003,0.0,0.0,0.0,-1.0219165381047106,-0.5597832638257214,0.7617304298610781,-3.0567161770145623,9.224463276858526,-43.76630708388463,-5735569.1876281155,-2672265.2065621135
0.044,0.0,0.0,0.0,1.9348113410330137,-0.48602782999583066,-0.03305098684118163,1.2746790330813669,1.5011918266197652,-12.411236872993285,800151.8266453515,1169551.356144618
0.045,0.0,0.0,0.0,0.3261578090516468,0.6305294732362663,-0.39225129188080404,-0.8826677623170872,-4.527874174961922,32.10317750508411,2772047.4692939855,-852186.7055945299
0.046,0.0,0.0,0.0,1.6388738322079974,0.273976371194937,-1.0651912307934195,-2.957918499946466,-6.472863993727644,25.09273951377232,-6438702.68737351,-2707293.581076609
0.047,0.0,0.0,0.0,-1.8054888965851459,-0.8173948080854436,0.1487241600321606,-1.516083876520847,-2.3339526261743804,28.026730877274673,161011.4796532208,-1414923.6044478565
0.048,0.0,0.0,0.0,-0.03793124823340147,-1.3162657322282165,-0.18164381878458075,-2.966528189116976,-5.533707267436157,-30.631096653920387,-7737985.237615526,-2614739.396228222
0.049,0.0,0.0,0.0,1.9975540986246842,0.22782269707800482,0.48004581633859883,-0.8698677117332585,-1.879038793769614,48.34608465783402,1958527.2591262797,-869903.8929440338
0.05,0.0,0.0,0.0,-0.07497506902652487,1.3068849704545344,0.8002616013586109,0.6244207598615501,-9.22595313102347,-26.7905309910691,7423641.546522089,610201.6396593194
0.051000000000000004,0.0,0.0,0.0,-0.8279936594397453,-0.5253319895585055,-1.3906188919639215,-1.1039982890842732,1.0951871620214508,21.552643457708548,3828186.1700482164,-1032393.2183997213
0.052000000000000005,0.0,0.0,0.0,2.148352356716694,0.4400180121312154,0.6251669675860869,-1.1908550569706264,-12.553650145545955,62.83185307179586,1580806.9157681891,-1184866.8868027963
0.053,0.0,0.0,0.0,0.23061148896116732,0.08356831031047234,-0.16835767272859448,-1.3406655033456911,0.17077350577693062,-1.5659190055158698,256913.76859990993,-1203780.2988011935
0.054,0.0,0.0,0.0,1.4055952136098817,1.3660069370146513,-0.5786803870759489,-1.8063041842975152,7.690533004508151,-9.823775128269302,-2084122.3191052047,-1607990.9706368789
0.055,0.0,0.0,0.0,3.141592653589793,-0.4058417193647097,-1.7615769916553725,1.344361879327435,3.4670548643706702,-6.863404209525812,2320846.8747671084,1222279.8189718379
0.056,0.0,0.0,0.0,0.6977021606405717,1.1023825408923595,-1.1653530419514813,-1.5108611989356455,6.553543410089269,2.898687841472028,470029.8375415487,-1364992.7171567308
0.057,0.0,0.0,0.0,3.0980078720066926,0.19295702397019043,1.3756569903768434,-1.6665677368280947,5.369776974429543,35.404637160521915,-1154602.857811592,-1563639.3100342245
0.058,0.0,0.0,0.0,-1.0536541269149826,1.6915649782634008,1.7182580316635625,1.8468804116180584,8.855776735721067,-23.485924512147502,-4375630.920418455,1704467.034578118
0.059000000000000004,0.0,0.0,0.0,3.141592653589793,1.940193732190924,0.02343115300375742,-3.1295165327393093,-10.245463842981863,20.119636826077247,-11518701.545055987,-2852780.225752317
0.06,0.0,0.0,0.0,2.705173854807075,-1.925153450543136,0.24450562868152476,0.31008936569055257,-14.54773991774439,-2.6686067718522626,11253428.924362693,283883.9213108314
0.061,0.0,0.0,0.0,3.141592653589793,-0.8041300173183468,0.01548136588142532,-0.019249938743438832,2.3635152073972705,-11.177300076514666,4797155.643197091,2794.1952686314485
0.062,0.0,0.0,0.0,0.7895360875712707,0.4848295806512315,0.5070349305810666,0.01824581979955553,13.021962367146926,44.84291833319469,4051505.43888357,-64296.01518015046
0.063,0.0,0.0,0.0,1.23564410943876,-0.8418973058022856,-0.8193130748757527,2.6777524993948068,-5.618356302025486,-22.101360412480005,-6304563.466007422,2449759.69819779
0.064,0.0,0.0,0.0,-0.07632224557240205,-0.9115488292755889,-0.529661475453114,-2.5388963356482304,12.95244904617144,32.01465129293996,-5478552.775380722,-2342633.0744106993
0.065,0.0,0.0,0.0,1.6721445037051803,-0.2918955504749214,-0.5061128050946226,2.5171034479147494,9.664229651721698,-20.404866123041753,-3001085.861859592,2302121.8621447496
0.066,0.0,0.0,0.0,0.4974353500137998,1.7690417901453397,-1.0962408044627872,-1.0522003006716054,6.78267922923819,30.729462377283166,5771812.322257222,-1002293.3028835544
0.067,0.0,0.0,0.0,3.019720945318807,-1.5719387118388561,1.8672437896404435,-0.7491812673744036,5.8170999551658475,-22.88103866134253,10879270.923671382,-633077.2710465466
0.068,0.0,0.0,0.0,-1.9828462898485109,-0.9641205036284476,0.25012448793785685,-1.4125830697911894,-4.711152571244464,39.89553043237532,761956.0372573205,-1343136.717590346
0.069,0.0,0.0,0.0,-0.5565946911538989,-0.7057989624421538,0.5451576199460795,3.0405050178303283,13.163763851162372,-13.075308579800978,-5488187.64082553,2759990.071490937
0.07,0.0,0.0,0.0,0.3610407880374449,-0.48327453111879404,-2.352626563626459,-2.1344379168748686,-16.431433336852958,-23.27314944578105,-7216361.534179901,-1879102.456184976
0.07100000000000001,0.0,0.0,0.0,-0.15518167635365385,-0.9056882681414944,0.21285299193752819,3.0659453675778234,-14.119482285025136,26.4525247829553,-5383711.221692741,2711736.286210722
0.07200000000000001,0.0,0.0,0.0,-3.141592653589793,0.6502939819391135,0.536028151418721,-2.4522176672901983,-0.8157548770312135,12.96324959738159,-3933338.243976232,-2230329.7498364653
0.073,0.0,0.0,0.0,0.8592871584723324,-0.13714455509408646,0.021726851749125833,2.1251882473384622,-4.148533381858707,-8.797576063200067,-395014.54726648144,1928505.059518376
0.074,0.0,0.0,0.0,2.0543553819586435,-0.8855553148663866,-0.62901874104796,1.7048491955207972,16.088399437534523,-62.83185307179586,-1467756.5212039023,1647461.61149795
0.075,0.0,0.0,0.0,1.0088996776405343,1.6582363118451107,-0.20482174187491017,-1.1317950342307737,10.511363031404288,21.8249010165943,3935825.77016205,-1057900.352637566
0.076,0.0,0.0,0.0,-0.021951266167502644,0.6226491266069043,-0.26234081932496534,-0.3768068417954211,14.062377636970547,-11.833429695501586,3618188.7653859057,-317825.98416397616
0.077,0.0,0.0,0.0,2.121690992572895,-0.5592465864294964,0.38267735268924513,0.4198088798829227,-11.651029577050407,10.051583538438047,3869079.6752661723,359735.1415254419
0.078,0.0,0.0,0.0,2.6807040638326876,0.6465182332258527,-0.42489847871783415,3.021053919015257,-2.760874125764567,20.10561556225316,-4562900.614991611,2682758.4191016755
0.079,0.0,0.0,0.0,-0.12379932885576078,-1.5358439468262501,1.1067830721773146,2.6409507793430973,4.885998731373464,-37.35162150084707,-10219807.00755285,2444088.6201103125
0.08,0.0,0.0,0.0,-3.141592653589793,0.8140050726744354,-0.2779087977992073,2.8125915381407838,-5.777719373997372,-30.414172929305604,-4863161.471550789,2586077.8955994556
0.081,0.0,0.0,0.0,-0.4378568207574554,-0.36710321379804295,0.6062208054137362,2.5531510292865724,-2.6049854954921354,-23.696574335579278,-3560730.107244407,2340489.7601619577
0.082,0.0,0.0,0.0,-3.141592653589793,-0.37415133129988176,0.7286025136767241,-1.096391996957772,0.0016208176316664347,-58.22030558651944,2495457.959687455,-881956.2472062598
0.083,0.0,0.0,0.0,-1.36844526120424,0.9181728592906763,-1.1858802719436419,0.4564929326134728,8.402006530769068,-62.83185307179586,7711542.994762816,523940.974881358
0.084,0.0,0.0,0.0,-0.7606438591406097,0.023329520889256553,-0.7815223789776985,-0.7803099506179128,12.895496959209416,-19.889472996875924,3244277.5155270128,-666477.9041617448
0.085,0.0,0.0,0.0,-1.1229187669174243,-2.256412039470286,-0.2417511294948719,-1.9119414139798072,9.828359815894338,40.746624108125374,-5192238.365825962,-1794091.1959764522
0.08600000000000001,0.0,0.0,0.0,-1.3988122036453425,0.3038362250567001,0.22520689071007574,2.036664876056358,-8.502180535023108,62.83185307179586,-788083.421136454,1719901.0529214898
0.08700000000000001,0.0,0.0,0.0,-2.9089677992271055,-1.3874501869358333,0.6797687347470972,-0.6881929312313346,16.21591059146569,3.694258804577688,6943829.28475832,-626023.3039564409
0.088,0.0,0.0,0.0,-1.063960127467642,-0.9278266403116278,-2.0754197628662525,-0.927238306949814,1.695588005747999,10.222288647975342,8052452.44676106,-852914.5958211883
0.089,0.0,0.0,0.0,2.9207088822347225,-0.8012389702923649,0.5052405761851713,-0.34171387760950234,-1.7164447237837548,-6.580766050805067,5387812.7075523455,-295697.11095710297
0.09,0.0,0.0,0.0,-2.448976217728892,2.016752683617924,-0.9331401320355285,2.0156159336838635,-7.89010374689375,-9.951272922322476,-5761938.112887917,1831966.6315756575
0.091,0.0,0.0,0.0,-0.7548573238507806,1.0059658239586122,-1.0745644029604509,-0.06350058017063542,-2.509415727727897,-17.576540082217583,8852538.066712532,-25512.750005580227
0.092,0.0,0.0,0.0,0.09606322409331601,0.795298851459552,-0.27545644843024447,-0.429487946588808,3.3914389787492425,-36.29582734491648,4623867.928936984,-321206.66270907753
0.093,0.0,0.0,0.0,-0.09786017980617925,0.6825365193464911,-0.30899031477145056,-0.32724413348491477,5.680569199643224,-16.75305200521016,4212210.072884581,-264364.226527045
0.094,0.0,0.0,0.0,-0.8305181412595377,-0.6622113360054095,-0.3764445854067165,-1.794164621340877,3.148520887299406,52.713901391318764,-1283590.0897505207,-1709633.1817111631
0.095,0.0,0.0,0.0,0.8331115739638163,0.25761616564987333,0.022874041667608605,-0.7445526422738411,-7.71080279823111,21.641780165278973,1210659.7218300805,-709052.5823439591
0.096,0.0,0.0,0.0,1.526048058257814,1.580442591991323,-1.6700983658378359,-2.3390210315098843,-2.772010339266173,56.48515126130984,-10097956.6753215,-2206792.2006292534
0.097,0.0,0.0,0.0,-0.8148392154235337,0.356063912412921,1.6284158262513524,2.1703669529648097,-16.585219328567323,8.442808215962494,-5374703.213497902,1938133.2028795963
0.098,0.0,0.0,0.0,0.5724793604370854,-0.4618380528103981,-0.8811101677647601,-2.626059817997878,13.445686633698523,-27.923687219670676,-5270228.526417445,-2313191.1992026833
0.099,0.0,0.0,0.0,-1.3689263688682138,-1.3145892307399811,-2.094922080483982,-0.7622737827554502,15.629508998997963,30.14347002701401,10231585.539976688,-740304.6505285304
0.1,0.0,0.0,0.0,1.3363880375741997,-0.7569887501521222,0.4151456267888007,1.3035774431351932,0.4200245880595078,-14.091350941770669,1292232.2305307267,1198584.130516861
0.101,0.0,0.0,0.0,-1.6698507089199681,0.9571164754816359,-0.9901829716814791,0.867473483251026,0.09428287404554314,-62.83185307179586,4936679.217126448,893823.4704551559
0.10200000000000001,0.0,0.0,0.0,3.141592653589793,0.6737813405457022,-0.7319691464309984,2.3148254076891637,-4.587656809263052,-14.397049247917742,-4050447.0381464995,2109257.555566499
0.10300000000000001,0.0,0.0,0.0,-1.5955033835651455,2.0181762548517055,0.9469300448793163,2.0342095238467652,2.702491441564198,-2.7053038622635275,-6043771.8463383345,1835658.1184141631
0.10400000000000001,0.0,0.0,0.0,2.2126947574419504,-0.007459735158564401,-0.04388852969896542,2.331333184191938,-5.1206483037911354,-17.511365351030758,-126037.43074961758,2129720.3234045994
0.105,0.0,0.0,0.0,-1.3166634237492574,1.03746418468813,-1.1440839799570386,0.48243066331979534,0.38324812771119354,45.40266060755955,8391043.566057917,352462.8078942086
0.106,0.0,0.0,0.0,-0.6824787884200699,-2.630586543838782,1.9125742860983754,-3.087766036999726,4.954125638118882,-6.3171829323823205,-19538399.51750157,-2767618.5040214653
0.107,0.0,0.0,0.0,-0.729819727894489,0.4009722751754479,-0.12146898183896791,0.4356714347072527,-20.0,6.978678734106199,2526325.8048184705,379542.6695151363
0.108,0.0,0.0,0.0,1.6761458863946925,-1.0947755619880624,1.3603511285659737,0.5722957397568449,-7.798541187596434,-2.7349865245562537,8885611.583156098,519989.14152536157
0.109,0.0,0.0,0.0,1.7716444032562093,-1.4991064697716328,1.3741699281554183,0.6280049705178878,-15.445200206436109,49.3355145040613,10400466.106377373,476400.54735878867
0.11,0.0,0.0,0.0,-1.0455600008817068,0.5665835231276013,-0.9991205355838281,-0.00937280210718816,-2.0115009028637445,39.74710781272494,6907355.6502152495,-79980.31595937423
0.111,0.0,0.0,0.0,1.6158140279487954,0.5644969630069354,-0.1299824465795944,-1.8421316535740866,5.00433966485598,-1.240765995346679,-987423.8765277466,-1655685.109425054
0.112,0.0,0.0,0.0,-0.8744501303532001,0.36655189659698895,-0.8848756456611832,-0.30362357562893016,-18.45083844923003,-31.448904322431325,5756560.183373592,-216653.19028566076
0.113,0.0,0.0,0.0,-1.6808027589869856,0.5596992190767253,1.2762174817350673,2.8382984443155834,-3.8238403289497302,-14.382453128962931,-7968904.131352678,2580357.015516158
0.114,0.0,0.0,0.0,2.7366638476433227,-0.25714810470803096,0.23292598627332425,-0.3310841238867819,6.066610031567175,-0.30397770512074557,1896094.0093791054,-297428.5516288863
0.115,0.0,0.0,0.0,1.6879725627663282,0.8030612073956489,-0.042417242743330204,-1.7407429639852952,1.8081709915252264,29.59322680514486,-978113.456497407,-1619936.4758360262
0.116,0.0,0.0,0.0,3.141592653589793,1.2319536412219938,1.2096392089539925,-2.3653335286745722,5.009208210571494,5.384903245396595,-7490807.292535694,-2138493.001648829
0.117,0.0,0.0,0.0,-1.5277039767942566,-2.1259739590675615,0.03066080720106831,-1.6283096820851624,11.827970453673588,-45.39289256939814,-296481.5635945698,-1383771.5072517295
0.11800000000000001,0.0,0.0,0.0,-0.24655368718643914,0.07027213612166291,-0.15704911791741055,-0.903508621220896,19.71224565541517,9.745597748126476,394387.729492225,-830699.8350454342
0.11900000000000001,0.0,0.0,0.0,-2.166640468633157,1.1065723392218614,-0.013580257090372432,2.154368722003975,17.664715980568694,31.161851790830685,-3696169.12155051,1882840.5165800822
0.12,0.0,0.0,0.0,1.8283726023053097,0.8067646831835107,-0.3996408871205827,-2.2883032507218983,9.677124866498678,15.046805992835308,-3728776.64987582,-2086557.176436812
0.121,0.0,0.0,0.0,2.386388762266524,-0.05920258736768395,-0.06888498302300472,1.6160505652661756,-1.1080199689786643,-20.32303647899201,-22417.82374978231,1491026.9744017436
0.122,0.0,0.0,0.0,-2.5491334816285938,-0.09201608121921014,0.11936550531748161,-1.5065266636575636,-14.992893158557631,23.21930506864485,217001.53146980697,-1397668.7464153678
0.123,0.0,0.0,0.0,0.863518541826424,-0.28267228362450186,1.1425212187027014,0.9498182340303052,-13.286655779206932,9.582226969211106,4323067.017532436,837588.4020826946
0.124,0.0,0.0,0.0,-2.030505860894481,-0.6596552328528781,-1.086681944221658,-0.08586755607293961,8.563750470607545,11.21013180619203,7488698.791954593,-97459.0377167913
0.125,0.0,0.0,0.0,0.6791899484114591,0.23298090085927517,1.1554855513818802,0.6926437129105635,-20.0,-29.6681379124765,5546250.720149412,676781.9898619648
0.126,0.0,0.0,0.0,0.1632890986090036,0.8720201204787448,1.0037302766638778,0.6922113183291778,0.49866442700823066,-62.83185307179586,5803739.285900754,736087.5220254925
0.127,0.0,0.0,0.0,-2.1624751286474,0.4487877196574625,-0.6833374575225092,1.1727905387412512,7.014786305760834,-35.86077694668508,1653668.1153258693,1120060.8833711592
0.128,0.0,0.0,0.0,1.970415413893413,1.2146769005608948,-0.023509212746748158,-1.9897672908964978,-7.321718548363716,-62.83185307179586,-2453744.479803861,-1677693.2262776154
0.129,0.0,0.0,0.0,0.7279313003300817,0.7191576485934068,-1.0175509475270224,-1.6834835079631763,4.074092527629023,-17.923185047382088,-756299.5502771556,-1482873.4240815707
0.13,0.0,0.0,0.0,-3.008328899461336,1.1126927957145893,1.616109989641923,-2.307026603447744,-7.790843553822052,25.214088684560988,-8029301.602435267,-2121709.302735179
0.131,0.0,0.0,0.0,1.4142589499915998,-1.3859610887237015,1.0261525690424302,1.090011027403611,-4.71034248129759,-10.71985431748598,4743122.469884152,1000305.6624347246
0.132,0.0,0.0,0.0,-3.141592653589793,0.27455253223391035,0.8067624393618233,-1.8988162466912817,-3.353489415499334,-44.492180157813195,-1390166.3560841358,-1628848.6977380896
0.133,0.0,0.0,0.0,-0.8038977229101211,0.7301772555702755,0.9971514999930586,1.7426415263729613,-11.68631058244623,-16.37528898940421,-1247286.9886621798,1597852.8939165927
0.134,0.0,0.0,0.0,-3.141592653589793,-0.009134996025202341,-0.2766324141432215,1.5377861758748712,15.866717071484285,62.83185307179586,-31291.56960777413,1270910.2227581516
0.135,0.0,0.0,0.0,-1.4217256037240473,-0.19831344662583036,0.18090464320789879,-2.4593903199995744,-19.543022311796005,-23.15730941357865,-991776.4716269793,-2171768.1310551753
0.136,0.0,0.0,0.0,-1.8481915523847716,-0.47647722232878975,-0.7657748657774441,-0.2791994641510036,-0.4528890557218246,11.238616266806847,5190254.636713986,-271509.02701615554
0.137,0.0,0.0,0.0,0.22390927230515456,1.7462051904349052,0.8034700224131321,0.20733138479020874,-11.917734303700227,20.570723409576882,11475559.06948911,149570.94417394945
0.138,0.0,0.0,0.0,-0.7972886057505835,-0.4342912598094953,-0.5271616556857627,-1.4626108267347475,-8.304690003225016,-31.2651059276072,669261.9262772867,-1260072.5533915795
0.139,0.0,0.0,0.0,-0.07745506284242457,-0.5776939021581995,1.8443246576408956,1.9517992423298585,16.747652517836446,34.576671566782984,-4138233.9641049975,1694381.3092766632
